Codigo,Descripcion,Costo,Precio2,,
415156,H11072    CHALECO REFLECTIVO NARANJA/AMAR.  MED.    «BEST VALUE»,28.6,38,,
415157,DONA RELACION 400/5,824.27,1090,,
415158,TUD-1000   TRANSFORMADOR 120 A 240 V. Ó 240 A 120 V. 1000 W.,369,487,,
415159,ATVR-2000   ESTABILIZADOR DE VOLTAJE 2000W.,530,699.75,,
415160,UPS 750 V.A. 120V. 8 TOMAS 45MIN.    «TRIPP LITE»,650,1080,,
415161,PS32-2BC   CARGADOR DE BATERIA AA - AAA    «RAY-O-VAC»,93,122.75,,
415162,BCG-34HLD4E   CARGADOR DE BATERIAS    «SONY»,180,237.6,,
415163,CH-1630-ECO-BLK    CARGADOR DE BATERIAS    «ECO-TRENDS»,90,118.8,,
415164,PI-400   INVERSOR 400 WATTS    «PIPEMAN´S»,279,368.45,,
415165,H11072L  CHALECO REFLECTIVO NARANJA/AMAR. LARGE   «BEST VALUE»,26.4,35,,
415166,PI-800   INVERSOR 800 WATTS    «PIPEMAN´S»,499,658.9,,
415167,SDW5014/17   AMPLIFICADO DE SEÑAL P/4 TV    «PHILIPS»,69,91.25,,
415168,DONA RELACION 200/5,824.27,1090,,
415169,SD-001   AHORRADOR DE ENERGIA 90 - 250V. 15000W.,281.25,371.25,,
415170,BCG-34HS2K   CARGADOR DE BATERIAS    «SONY»,110,145.2,,
415171,8511  MASCARILLA CON VALVULA RESPIRADORA N95    «3M»,21.64,28.6,,
415172,ARRANC. CR360L413 BOB. 15V. 22G004 SER. A460-480 60HZ.  G.E.,2118,2795,,
415173,TLV-10167   AMPLIFICADOR DE SEÑAL P/TV. 30DB    «NET»,115,152,,
415174,8210   MASCARILLA SENCILLA    «3M»,5.95,7.95,,
415175,CARGADOR BATERIAS AA Y AAA                    «DURACELL»,179.95,237.75,,
415176,7823B   INVERSON DE 400 WATTS.      «V O T»,243.25,335,,
415177,GPSO   CARGADOR DE BATERIAS RECYKO  AA Y AAA C/BAT.    «GP»,79,105.75,,
415178,HY7000SE   GENERADOR DE 13 HP 6500 WATTS   «HYUNDAI»,9902.5,11900,,
415179,BCG-34HW2KN   CARGADOR DE BATERIAS    «SONY»,105,138.75,,
415180,MC-700   CARGADOR DE BATERIAS AA - AAA  2500 MAH    «MITZU»,72,95,,
415181,TUD-500   TRANSFORMADOR 120 A 240 V. Ó 240 A 120 V. 500 W.,210,277.25,,
415182,XR-400-12   INVERSOR 400W.   USB              «POWER BRIGHT»,234.76,325,,
415183,11A-504R220   CORTADORA DE GRAMA 158 CC   «YARD MACHINES»,2490.5,2990,,
415184,GABACHA DE LONA T/U,0,0,,
415185,TIA-400   INVERSOR DE 400 WATTS     «TECHMAN»,325,430,,
415186,TIA-800   INVERSOR DE 800 WATTS     «TECHMAN»,550,726,,
415187,PERTIGA SECCIONADA DE 16 FT.,3267.08,4312.55,,
415188,GIO-600   CARGADOR BATERIAS -AA-AAA-9V C/BAT.    «GIO»,62,81.85,,
415189,GIO-400   CARGADOR BATERIAS -AA- C/BATERIAS    «GIO»,44,58,,
415190,GPPB19US-UW1   CARGADOR DE BATERIAS UNIVERSAL   «GP»,170,225,,
415191,PAR GUANTES CUERO C/ALGODON TALLA 9,32.56,42.95,,
415192,TRANSFORMADOR  P/CHAPA ELECTRICA  ETE10536,75,99.75,,
415193,FX340FC   EXTINGUIDOR RESIDENCIAL DESECHABLE   «KIDDE»,279.15,362.9,,
415194,TLP606B   REGLETA MULTIPLE 6 TOMAS     «TRIPP-LITE»,76.6,101.5,,
415195,MP3-PLAYER   TRANSMISOR FM/USB-SD 12-24V.,98,130,,
415196,MP3-1304   TRANSMISOR FM/USB-SD CARGADOR 12V.    «KING»,125,165,,
415197,MP3206FM   TRANSMISOR FM/USB-SD 1GB.,89.1,120,,
415198,SW-1000   SWITCH INALAMBRICO P/LAMPARA    «N.A.»,89,117.5,,
415199,ICHARGER-107   CARGADOR 12V. C/ENTRADA USB    «ISTUFF»,34,44.9,,
415200,TMC-1002   MEGAFONO DE 50 W.    «PRO-MASTER»,139,183.5,,
415201,RELAY 8 PINES 24 VDC     «ALLEN BRADLEY»,160,211.2,,
415202,BASE 8 PINES P/RELAY    «ALLEN BRADLEY»,55,72.6,,
415203,UPS 750 V.A. 120V.    «FORZA»,0,0,,
415204,GPKB02   CARGADOR DE BATERIA DUO AA/AAA    «GP»,95,125.45,,
415205,"TC-013   CARGADOR DE BATERIAS AA, AAA Y 9V.    «TECH»",52.98,69.95,,
415206,HY3100L   GENERADOR DE 6.5 HP 3100 WATTS   «HYUNDAI»,3360,4250,,
415207,"SK-5P   BOCINA AMPLIFICADA 15"" C/USB",1949,2600,,
415208,AVC-4510   JGO. BOCINAS 2 VIAS 250W. 4PLG.    «AVC»,107.95,145,,
415209,"SIERRA DE BANCO 10""     «MAKITA»",3937.5,5197.5,,
415210,AGI-TR40   CARGADOR P/SWITCH DE COMPUTO 40W.,197,197,,
415211,13AC76LF055   TRACTOR CORTAGRAMA YARD MAN 12.5 HP,0,0,,
415212,TENAZA P/SUJETAR MOLDE DE SOLDADURA DE TIERRA FISICA,396.83,525,,
415213,CARGA # 115 P/SOLDAR VARILLA 5/8 A CABLE 4/0,41.4,65.95,,
415214,SS-1000   ELECTRIFICADOR DISP. 15000V. P/RAZOR RIBBON 120V.,1100,1452,,
415215,BFV50-3   EXTRACTOR DE OLORES 120V.,235,310.25,,
415216,CROSSOVER SKP 3 VIAS ST/4 VIAS MONO,1150,1518,,
415217,GIO-1000   ADAPTADOR UNIVERSAL DE 1000MA.    «GIO»,29.5,38.95,,
415218,CARGA # 90 P/SOLDAR VARILLA 5/8 A CABLE 2,33.86,44.75,,
415219,AVRAI-2000   ESTABILIZADOR DE VOLTAJE AUTOMATICO 2000W.    «N.A.»,575,769,,
415220,DEX157   COMPRESO SKP,1599,2110.8,,
415221,KH-307   JGO. DE TRIANGULO P/SEÑALIZACION,16.2,21.5,,
415222,EV2PC   CARGADOR DE BATERIAS AA/AAA    «EVEREADY»,108.7,143.5,,
415223,ARNES REFLECTIVO TIPO MALLA NARANJA BANDA AMARILLA,28.8,38.75,,
415224,TAPA PROTECTORA P/TOMA.  # 29    «EAGLE»,0.72,1.5,,
415225,VENTILADOR C/FILTRO CAUDAL DE AIRE 120V.  550/700 M³/H    «RITTAL»,2900,3625,,
415226,PERTIGA TELESCOPICA DE 16FT.       «HASTINGS»,2065.1,2725.75,,
415227,PERTIGA UNIVERSAL DE 12FT.,1098.28,1450,,
415228,SECADORA DE MANOS ACERO INOX. AUTOMATICA,1300,1560,,
415229,DMC-S1  CAMARA DIGITAL 12.1MP. S1 S/N WH1FA002172,780,1030,,
415230,VP205  ASPIRADORA 2.5 GAL. C/IMPLEM.    «VACMASTER»,392,509.6,,
415231,VJ507  ASPIRADORA  5 GAL. C/IMPLEM.    «VACMASTER»,499.28,649.06,,
415232,VBV809  ASPIRADORA  8 GAL. C/IMPLEM.    «VACMASTER»,876.64,1139.65,,
415233,GENERADOR ELECT. 120/240V. 6000W.    «HERON»,6100,7930,,
415234,EG 11 IMR   GENERADOR ELECT. 120V. 1500W.    «HERON»,1534.5,2075.45,,
415235,GENERADOR ELECT. 120V/220V. 4000W. 6.5HP    «HERON»,3510.75,4635,,
415236,EGM 55 AVR-1 G  GENERADOR ELECT. 13HP. 120/240V. 7000W.    *HERON»,7600,10000,,
415237,"EMPH 80 W  BOMBA P/AGUA A GASOL. 6.5HP. 3"" 1300LT/MIN.    «HERON»",2400,3125,,
415238,DX 36M  PISTOLA P/FIJACION DE IMPACTO P/FULMIN. CAL. 27    «HILTI»,7348,9700,,
415239,PS20PL   CARGADOR DE BATERIAS UNIV.    «RAY O VAC»,165,217.8,,
415240,PS33-4B   CARGADOR DE BATERIA AA - AAA C/BAT.    «RAY-O-VAC»,130,171.65,,
415241,MV-398   CARGADOR UNIV. P/BAT.    «MIYAKO»,59,77.95,,
415242,CARGADOR DE BATERIA AA Y AAA C/BAT. AA    «VIVITAR»,145,191.45,,
415243,DONA RELACION 800/5,965,1273.8,,
415244,TAPON AUDITIVO DE ESPUMA C/CORDON    «3M»,6.5,8.5,,
415245,MP3-ED41   TRANSMISOR FM/USB-SD 12V.,99,131,,
415246,GIO-505   REGULADORA P/GAS PROPANO TROPIGAS,25,33,,
415247,"PIEDRA P/ESMERIL 8"" GRANO 60",208.35,277.5,,
415248,ARANDELA P/TORNILLO DE CHAPIADORA,31.1,41.5,,
415249,CUCHILLA DE CORTE P/CHAPIADORA,65.75,89.75,,
415250,TROMPO AUTOM. P/HILO DE CHAPIADORA    «STHIL»,370.5,455,,
415251,BATERIA 12V. 105AMP./H. CICLO PROFUNDO    «POWELIGHT»,1600,2115,,
415252,INVERSOR DE CORRIENTE 400W. C/USB Y CIGARRERA        «BK»,265,349.8,,
415253,AISLADOR 35 MM.,60,84.85,,
415254,6500   GENERADOR ELECT. 8125 W. 120/240V.    «POWERMATE»,7911,10445.35,,
415255,5000   GENERADOR ELECT. 6250 W. 120/240V.    «POWERMATE»,5931,7895.75,,
415256,3000   GENERADOR ELECT. 3750 W. 120/240V.    «POWERMATE»,3591,4740.25,,
415257,1200   GENERADOR ELECT. 1500 W. 120V.    «POWERMATE»,2340,3088.8,,
415258,TAMALERA AMBAR 24 VDC    «VASTO»,375,495,,
415259,MP3-1221   TRANSMISOR FM/USB-SD CARGADOR 12V.,125,165,,
415260,CAR-MP4   TRANSMISOR 206 FM USB/SD,199,262.75,,
415261,CWT-201   MODULADOR MP3 - FM    «TECH»,99,131,,
415262,FMT-31   TRANSMISOR FM/USB/SD Y AUX.    «MAXELL»,145,191.4,,
415263,ZYF-554   HONGO LED P/DISCO PROF.    «ZEBRA»,799,1050,,
415264,MINI   CARGADOR DE BATERIA AA Y AAA C/BAT.    «GP»,95,125.45,,
415265,NITE-LITE   CARGADOR DE BATERIA AA - 9V. Y AAA C/BAT.    «GP»,160,211.25,,
415266,CARGADOR DE BATERIA EKOPOWER AA Y AAA C/BAT.    «GP»,61.6,81.35,,
415267,GENER. ELECT. TRIF. 27KV. 120/240V. MOT. PERKINS DISEL    «F. P.»,96000,105600,,
415268,ATVR-10000  ESTABILIZADOR DE VOLTAJE 10000W.    «N.A.»,2680,3575,,
415269,MOTOR MONOFASICO 15 HP. 230V.    «FRANKLIN»,10773,13145,,
415270,CAJA DE BUJIAS BR8HS  (10 UNID.)                  «BOSCH»,160,211.25,,
415271,CAJA DE BUJIAS B7HS  (10 UNID.)                  «BOSCH»,176,232.5,,
415272,CAJA DE BUJIAS B8HS  (10 UNID.)                  «BOSCH»,160,211.25,,
415273,CAJA DE BUJIAS BPR6ES  (10 UNID.)                  «BOSCH»,112,147.85,,
415274,VERNIER DIGITAL 8 PLG.  ALEMAN    «SCALA»,708.38,935,,
415275,ZYB-34   HONGO LED P/DISCO PROF.    «ZEBRA»,659,975.55,,
415276,ARNES REFLECTIVO VERDE/LIMON  XL    «TITAN»,30,39.6,,
415277,ARNES REFLECTIVO NARANJA  XL    «TITAN»,30,39.6,,
415278,CAPA TIPO PONCHO NEGRA Y AMARILLA    «SCHONNER II»,80,105.6,,
415279,CAPA SENCILLA COLORES,12,20,,
415280,ZAPATO TIPO BOTA # 40     «RENO»,300,448.8,,
415281,FU0051   CANASTA P/LAMPARA DE MERCURIO,97.76,129,,
415282,SC-120A   TAMALERA P/VEHICULO 12V. AMBAR    «MIYAKO»,68.45,91,,
415283,FILTRO PURIFIC. P/AGUA NATURALIS    «LORENZETTI»,799.99,1055,,
415284,FILTRO PURIFIC. P/AGUA GIOVIALLE    «LORENZETTI»,500.01,660,,
415285,CAPA IMPERMEABLE 3 PCS. TALLA  L - XL Y XXL   «RIVER CITY»,50,79.25,,
415286,ZAPATO TIPO BOTA # 42    «RENO»,340,448.8,,
415287,SECADORA DE MANOS AUTOMATICA COL. BLANCO 120 V.,1250,1650,,
415288,FILTRO P/HIDROLAVADORA     «KARCHER»,482.78,643.7,,
415289,GIO-R2000   ESTABILIZADOR DE VOLTAJE 2000W.   «GIO»,525,700,,
415290,GIO-R1000   ESTABILIZADOR DE VOLTAJE 1000W.    «GIO»,345,460,,
415291,DVSW-2000   ADAPTADOR UNIVERSAL 2000MA.    «N.A.»,59,77.9,,
415292,AC755   CARGADOR BATERIA 9V. C/BAT.    «AC DELCO»,137.5,181.5,,
415293,PROTECTOR DE AC INDIV. 15 AMP.,9.5,12.55,,
415294,ARNES REFLECTIVO VERDE LIMON   XL    «GUNTHER»,32.4,42.75,,
415295,GIO-R3000   ESTABILIZADOR DE VOLTAJE 3000W.    «GIO»,667,925,,
415296,GIO-R500   ESTABILIZADOR DE VOLTAJE 500W.    «GIO»,240,325,,
415298,ARNES REFLECTIVO NARANJA  XL    «GUNTHER»,32.4,42.75,,
415299,MEMORIA USB 8GB    «SONY»,58.5,77.25,,
415300,MEMORIA USB 8GB BLANCA    «SONY»,65,85.8,,
415301,DONA RELACION 300/5,1035,1295,,
415302,GIO-F512   FUENTE DE PODER 5 AMP.    «GIO»,173.5,229.75,,
415303,GIO-F712   FUENTE DE PODER 7 AMP.    «GIO»,250,330,,
415304,2013GO   CARGADOR DE BATERIA AA-AAA Y 9V.    «MOTOMA»,26,35,,
415305,2013PP   CARGADOR BATERIAS AA/AAA Y 9V.    «MOTOMA»,45,59.45,,
415306,P4WUSB TOMA MULT. PARED C/CARG. USB    «APC»,83,109.55,,
415307,GIO-R5000   ESTABILIZADOR DE VOLTAJE 5000W.    «GIO»,850,1122,,
415308,"FU0773   EXTRACTOR DE AIRE 6""    «FULGORE»",114.83,151.6,,
415309,LANZA NOVA P/HIDROLAVADORA,297.5,392.75,,
415310,FILTRO ENTRADA DE AGUA P/HIDROLAVADORA,8.5,11.25,,
415311,EAN3000   AMPLIFICADOR DE SEÑAL 20DB    «N.A.»,49,64.68,,
415312,TC-50D  TRANSFORMADOR 120 A 240 V. Ó 240 A 120 V. 50 W.    «N.A.»,20,28.75,,
415313,CAPA IMPERMEABLE 2 PCS. AMARILLA C/CINTA REF. -XL-    «BOXER»,78,104.75,,
415314,CAPA IMPERMEABLE 2 PCS. AZUL TALLA -L-    «BOXER»,69,92.83,,
415315,CAPA IMPERMEABLE 2 PCS. AZUL TALLA -XL-    «BOXER»,69,92.85,,
415316,BE750G   UPS DE 750 V.A. 120V.    «APC»,780,1100,,
415317,SENSOR DE APROXIMACION QUAD P/ABRIR PUERTA (ANTI-MASCOTA),355,475,,
415318,SC-782BL   TAMALERA P/VEHICULO 12V. AZUL    «HP»,69.9,94.95,,
415319,SC-782RED   TAMALERA P/VEHICULO 12V. ROJA    «HP»,69.9,94.95,,
415320,PERTIGA TELESCOPICA DE 25FT.,3197.77,4221.5,,
415321,TUD-3000   TRANSFORMADOR 120 A 240V. Ó 240 A 120V.    «N.A.»,597.55,788.75,,
415322,DPT12-1C   EXTRACTOR P/BAÑO,120,158.45,,
415323,RAQUETA MATA MOSQUITOS RECARGABLE    «WOLFOX»,28.56,37.7,,
415324,VBV1210  ASPIRADORA  12 GAL. C/IMPLEM.    «VACMASTER»,998.95,1318.75,,
415325,S330   CARGADOR DE BATERIA AA Y AAA C/BAT.    «GP»,60,79.25,,
415326,INV-800   INVERSOR 800W. DIGITAL C/USB    «BK»,545,719.45,,
415327,TC-200U/D   TRANSFORMADOR DE 120 A240 Ó 240 A 120V. 200W.    «N.A.»,95,125.45,,
415328,POLIPASTO ELECT. 1TON. 120/240V. 6MT. ALTURA    «HARRINTONG»,24050,28138.5,,
415329,C 130.1   HIDROLAVADORA 1450PSI     «NILFISK»,2580,3225,,
415330,C 100.6   HIDROLAVADORA 1305 PSI.     «NILFISK»,1080,1350,,
415331,C 120.6   HIDROLAVADORA 1450 PSI.     «NILFISK»,1330.25,1662.85,,
415332,COMPRESOR 2 HP 8 GLS. 120V.    «CAMBELL»,1620,1885,,
415333,HIDROLAVADORA A GASOLINA 2800 PSI    «KARCHER»,5910,7880,,
415334,SC-120B   TAMALERA P/VEHICULO 12V. AZUL    «MIYAKO»,68.45,91,,
415335,SC-120R   TAMALERA P/VEHICULO 12V. ROJA    «MIYAKO»,68.45,91,,
415336,LANZA HIDROLAVADORA MOD. K2  ««KARCHER»»,244.5,322.75,,
415337,"TC0381  LLAVE DE INCOMODIDAD 12""  ««TOOLCRAFT»»",33.08,33.25,,
415338,EXTINGUIDOR P/FUEGO -ABC- 10 LBS. RECARGABLE,475,627,,
415339,CHALECO REFLECTIVO AMARILLO C/LED XL     «BEST VALUE»,108,142.55,,
415340,H11081    CHALECO REFLECTIVO AMARILLO L     «BEST VALUE»,29.6,39,,
415341,"PIEDRA P/ESMERIL 6"" GRANO 60    «AUSTROMEX»",47.39,62.55,,
415342,KF-236   AMPLIFICADOR DISTRIB. 36 DB.     «MIYAKO»,44,58,,
415343,COMPRESOR 3.2 HP 60 GLS. 240V.     «CAMBELL»,5300,6996,,
415344,PERTIGA TELESCOPICA DE 35 PIES C/ESTUCHE,3699.74,4883.75,,
415345,GENERADOR ELECT. 120/240V. 2500W. 5.5HP  ««HERON»»,2775,3663,,
415346,COMELON ACSR # 6 AL 1/0,1083.65,1430,,
415347,V-4007 AMPLIFICADOR DISTRIB. 25DB «SOUND TRACK»,67,89.25,,
415348,DVAS-2500  ADAPTADOR UNIVERSAL 2500MA P/LAPTOP,15,90,,
415349,WF9729   ENCENDEDOR TIPO ANTORCHA    «WOLFOX»,8.84,11.75,,
415350,GUANTE DE CUERO VERDE,11,14.5,,
415351,RAQUETA MATA MOSQUITOS C/REFLECTOR REC. «IML»,31.92,42.75,,
415352,RP250A   CARGADOR DE BATERIA AA/AAA    «REDPOWER»,34,44.95,,
415353,TEMPORIZADOR DIGITAL 8 EVENTOS 120V.    «VOLTECH»,66.74,88.1,,
415354,INVERSOR DE CORRIENTE 1500W.     «N.A.»,1095,1445.4,,
415355,CARGADOR DE BATERIA 9V. C/BAT.    «GP»,130,171.6,,
415356,UDR-2000VA  ESTABILIZADOR DE VOLTAJE 2000W    «KEBO»,470,944.7,,
415357,UDR-3000VA   ESTABILIZADOR DE VOLTAJE 3000W.    «KEBO»,750,990,,
415358,UDR-5000VA   ESTABILIZADOR DE VOLTAJE 5000W.    «KEBO»,950,1254,,
415359,PT1202   CAPA PONCHO VERDE    «PT»,13.05,17.25,,
415360,COMPRESOR 2HP 15GLS. 120V. C/MANOM. Y UNID. DE MANT.   «CAMBELL»,4095,5405.4,,
415361,MANGUERA PARA COMPRESOR 3/8 X 50FT.     «CAMBELL»,163,215.16,,
415362,"KIT ACCESORIOS DE 1/4"" P/COMPRESOR    «CAMBELL»",26.5,35,,
415363,EG 11   GENERADOR ELECT. 2HP. 2T. 120V. 1000W.    «HERON»,1025,1353,,
415364,14425   CHALECO REFLECTIVO TELA VERDE LIMON    «TRUPER»,29.36,38.75,,
415365,14426   CHALECO REFLECTIVO TELA NARANJA    «TRUPER»,0,0,,
415366,FILTRO P/GENERADOR HERON,40,52.8,,
415367,GIO-F1212   FUENTE DE PODER 12 AMP.     «GIO»,308,406.55,,
415368,GENERADOR ELECT. 120/240V. 9000W. 15HP      «HERON»,8600,11352,,
415369,ATS13   SISTEMA ATS P/GENEERADOR HERON,1200,1584,,
415370,EGM 65   GENER. ELECT. 120/240V. 9000W. C/ARRANQ. AUTOM.    «HERON»,9800,11956,,
415371,YTPW2700   HIDROLAVADORA A GASOLINA 3000PSI 2.5 GPM    «HERON»,3850,4812.5,,
415372,EWH 220   GENERADOR/SOLDADOR 9000W. 120/240V 15HP.    «HERON»,10800,13500,,
415373,"FSW2S-3242B   MUEBLRE METALICO C/SOPORTE P/LCD 32 A 42""    (N.A.)",1199,1582,,
415374,"FU1003   SOPORTE TV DE 22 A 65"" C/ANG. DE INCLINACION    «FULGORE»",144.1,190.25,,
415375,TAPA PROTECTORA P/TOMA.     «ATOM»,2.8,3.75,,
415376,WF9730   LAMPARA MATAMOSQUITOS 110V. 9W.    «WOLFOX»,71.4,94.25,,
415377,6AS-WRST5   PULSERA ANTIESTATICA    «N.A.»,17.5,23.5,,
415378,720744  INVERSOR DE 400W. C/USB              «DURACELL»,269.95,365,,
415379,49505   PALANCA DE ABS CROMADA TIPO BOTON    «FOSET»,13.99,18.5,,
415380,GENERADOR SOLAR P/ILUMINACION 12V. 3W. C/ACCESORIOS    «WATTSUP»,990,1325,,
425000,DUCHA RELAX J.MULTIDIRECT.127V. 5400W,218.17,287.95,,
430001,DESTOR. PREMIUM # 191 3 X 100   IRAZOLA,18.31,22.9,,
430002,DESTOR. PREMIUM # 191 4 X 125   IRAZOLA,20.38,25.5,,
430003,DESTOR. PREMIUM # 191 5.5 X 150   IRAZOLA,25.59,32,,
430004,DESTOR. PREMIUM # 190  4 X 100   IRAZOLA,19.05,23.8,,
430005,DESTOR. PREMIUM # 190  5.5 X 125   IRAZOLA,22.36,27.95,,
430006,DESTOR. PREMIUM # 190  6.5 X 150  IRAZOLA,27.21,34,,
430007,DESTOR. PREMIUM # 190  8 X 175   IRAZOLA,33.91,42.4,,
430008,DESTOR. PREMIUM # 190  10 X 200   IRAZOLA,41.04,51.3,,
430009,DESTOR. PREMIUM # 192  0 X 75   IRAZOLA,20.44,25.55,,
430010,DESTOR. PREMIUM # 192  1 X 100   IRAZOLA,23.16,28.95,,
430011,DESTOR. PREMIUM # 192  2 X 125   IRAZOLA,27.35,34.2,,
430012,DESTOR. SENSOR # 163  1 X 100   <IRAZOLA>,21.45,28.3,,
430013,DESTOR. SENSOR # 163  2 X 125   <IRAZOLA>,23.06,30.45,,
430014,DESTOR. TK4  6 * 3/8 # 020  1.6 X10X200   <IRAZOLA>,71.16,93.9,,
430015,DESTOR. TK4  7 * 5/16 # 020  1.2 X8X175    <IRAZOLA>,66.64,87.95,,
430016,DESTOR. PREMIUM # 191 6.5 X 150   IRAZOLA,32.47,42.85,,
441001,15005   ESTUFA 1 HORNILLA DE GAS BUTANO    «TRUPER»,137.94,182,,
441002,ESTUFA ELECTRICA -CONCORD- 2 QUEMAD. C/SWITCH HAT004,189,245.7,,
441003,C-E1   ESTUFA ELECTRICA 1 HORNILLA 1000W    «ECOCINA»,57.82,76.5,,
441004,ESTUFA ELECTRICA 2 QUEMADORES C/TERMOSTATO -JUMBO-,234,305,,
441005,ESTUFA ELECTRICA C/QUEMADOR -SATURNO-,72.64,95.25,,
441006,ESTUFA ELEC. C/TERMOSTATO 2 HORNILLAS    «ROCHEDO»,148,195,,
441007,C-E2   ESTUFA ELECT. 2 HORNILLAS 1000W    «ECOCINA»,102.82,135.75,,
441008,ESTUFA ELECT. C/SWITCH 1 HORNILLA    «ROCHEDO»,85,112.25,,
441009,HP-100   ESTUFA ELECT. 1 HORNILLA C/TERMOST.    «TECCO»,68.2,85,,
441011,UL-280     ESTUFA ELECTRICA 1 HORNILLA   CAPITOL,151.57,197.25,,
441012,UL-365   ESTUFA ELECTRICA 2 HORNILLAS     CAPITOL,275.58,358.25,,
441013,ESTUFA 1 HORNILLA CONTINENTAL 1518/CE23301,107,141.25,,
441014,ESTUFA 2 HORNILLA CONTINENTAL 1518/CE23311,151.83,200,,
441015,DISCO DE ESTUFA SP21MA,62.45,82.45,,
441016,ARO Y PLATO JUNTOS CPS-6,24.66,32.55,,
441017,ARO Y PLATO JUNTOS CPS-8,31.02,40.95,,
441018,ESTUFA ELECT. 1 HORNILLA    «ROTTER»,74.38,98.25,,
441019,ESTUFA ELECT. 2 HORNILLAS     «ROTTER»,213.63,281.95,,
459001,EXTENSION P/MECANICO 25  # 1078-25     -EAGLE-,78.55,103.75,,
459002,EXTENSION P/MECANICO 50  # 1078-50     -EAGLE-,132.14,174.45,,
459003,EXTENSION ELECTRICA JUMPOWER 09  (2.7M),8.6,11.25,,
459004,EXTENSION ELECTRICA JUMPOWER 12  (3.6M),9.93,12.95,,
459005,EXTENSION ELECTRICA JUMPOWER 15  (4.50M),11.76,15.5,,
459006,EXTENSION ELECTRICA JUMPOWER 20  (6.00M),12.69,16.75,,
459007,EXTENSION ELECTRICA JUMPOWER 25  (7.20M),13.54,18,,
459008,EXTENSION ELECTRICA JUMPOWER 30  (9.00M),14.34,18.95,,
459009,IPC-200  EXTENSION PARA PLANCHA 6,18,23.75,,
459010,EXTENSION SPT 2X18 09     FACELEC,5.48,7.15,,
459011,EXTENSION SPT 2X18 15     FACELEC,7.2,9.4,,
459012,EXTENSION SPT 2X16 15     FACELEC,10.55,0.06,,
459013,48048   EXTENSION ELECT. USO RUDO 15MTS.    «VOLTECH»,115.69,165.95,,
459014,EXTENSION POLARIZADA 50 # 67362    «Nippon America»,78,103.5,,
459015,EXTENSION POLARIZADA 100 # 67363     NIPPON,149,196.95,,
459016,EXTENSION POLARIZADA USO RUDO 25Ft # 214-25   EAGLE,60.94,80,,
459017,EXTENSION POLARIZADA USO RUDO 50Ft  # 214-50   EAGLE,105.33,139,,
459018,EXTENSION P/COCINA 3 # 47-3     EAGLE,106.32,0.06,,
459019,EXTENSION P/COCINA 5 # 47-5     EAGLE,86.42,115,,
459020,EXTENSION PERCOLADOR # 22     EAGLE,17.21,22.75,,
459021,EXTENSION P/CAFETERA # CMC-200     <NIPPON AMERICA>,17.5,24.75,,
459022,EXTENSION ELECTRICA  9  2X16 # 4405-9     -EAGLE-,9.14,12.25,,
459023,EXTENSION ELECTRICA 12  2X16 # 4405-12    -EAGLE-,9.23,12.25,,
459024,EXTENSION ELECTRICA 15 2X16 # 4405-15    -EAGLE-,10.8,14.25,,
459025,EXTENSION ELECTRICA 20 CALIBRE 2X16    EAGLE,14.48,19.25,,
459026,EXTENSION ELECTRICA 2 X 16 AWG 12 PIES    «CENTURION»,18.6,24.85,,
459027,EXTENSION P/12V.  C/LAGARTOS  M-420,5.99,7.95,,
459028,FU0211  EXTENSION  POLAR.  3 X 16 3 TOMAS 8MTS.   «FULGORE»,73.49,97,,
459029,FU0212   EXTENSION  POLAR. 3 X 16 AWG 3 TOMAS 15MTS.    «FULGORE»,119.95,158.45,,
459030,CORDON -REGAL- ORIGINAL KP-30,19.5,25.35,,
459032,SERIE NAVIDEÑA CASCADA 240 LUCES 384691 EA,60,79.25,,
459033,SERIE NAVIDEÑA MALLA 400 LUCES 4845  EA,123.45,166.75,,
459034,EXTENSION U.R. 3X16 POLARIZADA 10MTS. AMARILLA  ELMALEH,42.84,56.55,,
459035,MANGUERA LUMINOSA 18FT. CLARA   [SYLVANIA],124.95,162.45,,
459036,MANGUERA LUMINOSA CLARA 3.04MTS.   SELECTION,53.95,70.25,,
459037,MANGUERA LUMINOSA VERDE 2PACK 12FT #401723,139.95,175,,
459038,SERIE NAVIDEÑA 100 LUCES 2BLE COLOR 01I0836,29.95,37.5,,
459039,EXTENSION SPT 2X20 4 MTS. VERDE SANELEC EXECOB4,10.95,14.25,,
459040,FU0204   EXTENSION U.R. 2X16 10MTS. NARANJA    «FULGORE»,56.91,75,,
459041,EXTENSION U.R. 2X18 30MTS. NARANJA ELMALEH,67.12,88.6,,
459042,REGLETA MULTIPLE 6 TOMAS    «TECH»,21.75,28.75,,
459043,EXTENSION U.R. 3X16 POLARIZADA 30MTS. AMARILLA    «FULGORE»,173.69,229.3,,
459044,EXTENSION U.R. 3X16 POLARIZADA 15MTS. AMARILLA  ELMALEH,90.02,118.85,,
459045,EXTENSION P/COCINA 4FT.      <G.E.>,85.56,0.06,,
459046,CC5-2  EXTENSION PERCOLADOR  2 PIES,9.28,12.25,,
459047,EXTENSION ELECTRICA 2X18 4MTS.   HELMALEH,7.41,9.75,,
459048,EXTENSION ELECTRICA 2X18 6MTS.   HELMALEH,10.81,14.25,,
459049,EXTENSION ELECTRICA 9FT.    «VOLTECH»,15.74,21,,
459050,EXTENSION ELECTRICA 20FT     HOUSEHOLD,10.45,13.85,,
